ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
1,,31,098,fjel  fjal,fjel  fjal,,,,098-201,
2,,31,098,barj,barj,,,,098-201,
3,,30,098,berg,berg,,,,098-200,
4,,24,098,berg,berg,,,,098-200,
5,,32,098,berg,berg,,,,098-200,
6,,33,098,bjerg,bjerg,,,,098-200,
7,,29,098,berch,berch,,,,098-200,
8,,28,098,berg,berg,,,,098-200,
9,,26,098,berg,berg,,,,098-200,
10,,27,098,berg,berg,,,,098-200,
11,,38,098,bergi,bergi,,,,098-200,
12,,53,098,planina,planina,,,,098-203,
13,,94,098,planina,planina,,,,098-203,
14,,93,098,planina,planina,,,,098-203,
15,,35,098,fjall,fjall,,,,098-202,
16,,34,098,fjell,fjell,,,,098-202,
17,,36,098,fjall,fjall,,,,098-202,
18,,50,098,gora,gora,,,,098-205,
19,,88,098,gora,gora,,,,098-205,
20,,51,098,gora,gora,,,,098-205,
21,,85,098,gora,gora,,,,098-205,
22,,54,098,gora,gora,,,,098-205,
23,,92,098,gora,gora,,,,098-205,
24,,46,098,hora,hora,,,,098-205,
25,,89,098,hora,hora,,,,098-205,
26,,42,098,gore,gore,,,,098-205,
27,,91,098,gora,gora,,,,098-205,
28,,86,098,hora,hora,,,,098-205,
29,,45,098,hora,hora,,,,098-205,
30,,90,098,hora,hora,,,,098-205,
31,,43,098,gora,gora,,,,098-205,
32,,44,098,hora,hora,,,,098-205,
33,,87,098,hara,hara,,,,098-205,
34,,47,098,hora,hora,,,,098-205,
35,,49,098,hara,hara,,,,098-205,
36,,48,098,hora,hora,,,,098-205,
37,,75,098,ghar,ghar,,,,098-205,
38,,74,098,gar,gar,,,,098-205,
39,,52,098,planina/brdo/gora,planina,,,,098-204,
40,,52,098,planina/brdo/gora,brdo,,,,098-204,
41,,52,098,planina/brdo/gora,gora,,,,098-204,
42,,59,098,perwet,perwet,,,,098-207,
43,,59,098,pehar,pehar,,,,098-207,
44,,57,098,bal,bal,,,,098-206,
45,,57,098,parbath,parbath,,,,098-206,
46,,64,098,parbat,parbat,,,,098-206,
